,Customer Reviews,Compound Score,Positive Score,Neutral Score,Negative Score
293,"Experienced the Kebab Place for the first time when doing some work in downtown Santa Ana . I ordered the chicken kebab platter and an order of the stoner fries. ÌâåÊThe staff was warm and friendly. They knew it was my first time and the took great care of me. Even brought out some samples of the appetizers of hummus and their special green sauce. ÌâåÊThe chicken was marinated to perfection and was the best chicken I have had that I can recall. ÌâåÊThe bed of saffron rice was delicious and the salad and the dressing was nice compliment to the rest of the food. ÌâåÊThe stoner fries were a big hit and is definitely great as a shareable. ÌâåÊThe price was very reasonable, especially for what you got. I will definitely be coming back and bringing more of my friends. This place is truly a hidden gem in downtown Santa Ana and I highly recommend it.",0.994,0.279,0.721,0.0
294,"Called to order at 11:15. Lady said come in 15 mins, I came there at 11:35. She couldn't find my order and ask me who I order with. Took another 20 mins waiting for my food. Food is ok but service is bad. Not coming back again",-0.631,0.032,0.871,0.096
295,"I visit the place regularly. Owner is a very friendly welcoming fella! Best burgers here even if it's not a burger place. Really good deal on kebabs large portions and enough for two meals, service is usually pretty fast. Solid place for a quick, filling and satisfying meal. I keep on coming back!",0.97,0.354,0.646,0.0
296,"Kebab Place is great! ÌâåÊFood is delicious and service is very friendly and quick. The Gyros wrap is my favorite; really good sized and very flavorful. Limited seating but have never had a problem nabbing a spot since lots of folks get food to go. If you haven't been, give it a shot. You won't be disappointed.",0.9345,0.272,0.704,0.024
297,The food is fantastic. It's quick and easy to get in and out of you need a quick lunch without sacrificing taste or quality. I highly recommend.,0.8516,0.297,0.703,0.0
298,"That was the best kabab I've ever had ÌâåÊgreat food with great customer service, definitely try the koobideh kabab and also their cheeseburger",0.9001,0.355,0.645,0.0
299,"Ridiculously amazing food, warm atmosphere, friendly people everywhere. ÌâåÊGreat spin on Medi-Persian Fusion. I can feed my entire office and still be under budget. Rock on! Will definitely order and plan to cater when available.",0.8588,0.275,0.67,0.055
300,"Their food is absolutely amazing, fresh, and so juicy. The place is really cute, clean and they have fresh roses on every table",0.9384,0.463,0.537,0.0
301,"It's the second time I go to this place and it's very good. Service is good as well, except they kinda take long to serve you but other than that it's pretty good, I will recommend.",0.9484,0.386,0.614,0.0
302,"If you want a healthy, fresh, and tasty meal this is it! I had the chicken kebab plate and I'm usually not a fan of chicken but this one was so juicy! No complaints here! My son absolutely loved his Eggs and Gyro! Place feels clean!",0.7589,0.258,0.595,0.147
303,Delicious Healthy Meal with great flavor! Staff & Service is exceptional! I highly recommend for anyone to try it!,0.9345,0.522,0.478,0.0
304,"If I could rate Kabab Place a 10 I would. We were having a family reunion at Great Wolf Lodge and was looking for a place that delivered for a large group. Kabab Place has great family platters and they delivered so I took a chance. We purchased the Sultan family platter, two cheeseburgers, hummus, falafels & iced tea. Their customer service was wonderful. They delivered it quick, set it up for us on the patio & made sure we knew what everything was & what went with what. It fed 9 adults, 4 kids & we had plenty of leftovers. Will definitely use them again the next time we are in town!",0.9611,0.173,0.827,0.0
305,"Today I have discovered the best kebob restaurant and ÌâåÊI ordered chicken kebob platter with salad, it was really amazing! Also I ÌâåÊwas happy to meet wonderful host that was helpful and pleasant that made me feel as I was at home.Her name is Gita and she is the manager. What a great asset to the restaurant!",0.9834,0.392,0.608,0.0
306,Warning don't be in a rush give yourself an hour. That being said Amazing food the spice they use in the chicken is to die for. The gyro meat is soft and tender. Even the pits bread was amazing if I didn't wait 30 Mumford food I would have given 5 stars. Don't go at noon. ÌâåÊBig portion size too,0.3182,0.115,0.789,0.096
307,Really tasty and healthy food for a fair price. Recommended for a quick lunch or dinner.Emberlin ÌâåÊ(I think that's how you spell her name) is EXTREMELY helpful and efficient. That's why I'm giving 5 stars instead of 4. I will continue to come here because of that and the tasty food.,0.9434,0.293,0.707,0.0
308,"So happy that I stumbled upon this place today when I was searching for a Mediterranean Restaurant in Santa Ana!The Food:I ordered a chicken wrap and koobideh wrap - they both tasted AMAZING! Seriously tasted like my grandmas cooking and let me tell you, that's hard to find!The Workers:Was greeted by a man at the register, he was so polite! All of the workers were friendly, made me feel welcomed.Safe to say I found my go-to place!",0.9468,0.209,0.754,0.037
309,"Another awesome place to eat lunch in Santa Ana! Highly recommend, I wasn't very adventurous and went with my tried and true classic lamb and beef gyro, so much flavor ÌâåÊin the meat, I ate every bite. ÌâåÊGot an appetizer of hummus for the 3 of us, nice amount of tang. ÌâåÊCherish got the chicken kabob, the spices wee just right, basmati rice very tasty, and lots of it. ÌâåÊMark had the steak gyro, he said that it was really good too. ÌâåÊI'll be back!!!!",0.9393,0.177,0.799,0.024
310,"Good food but their hours & customer service need improvement. First time we called in an order around 730 pm, guy harriedly said ""OK"" and hung up--no total $, no time, no goodbye. We called back to make sure we weren't disconnected, he sounded very annoyed and said ""yes yes"" then hung up again. We show up to get the food around 8 and the cashier says ""this is the latest we've done a to go order""... ok? Uhhh.. Sorry? Your hours say open until 9. Whatever, got the food and it is very tasty.Second time we try yo go there, it is 7 pm on a friday night. Closed, locked, not a soul in sight.I understand its a mom and pop that mostly does lunch, but if you are going to close 2 hours early and have an attitude about it, change your signs that very clearly state open until 9!",0.9267,0.14,0.795,0.065
311,OMG! This little secret place is the best thing we found! The food is ridiculously tasty! The staff is so friendly and constantly makes sure you are happy. Prices are reasonable. Small space but it feels more cozy and intimate.,0.8092,0.215,0.749,0.036
312,"My food was very fresh and delicious. I had the chicken kebab platter which was seasoned perfectly, moist and delicious! The bread was warm and fresh and the salad was cold, crisp and delicious as well. ÌâåÊVery friendly customer service and quick too! ÌâåÊI highly recommend!",0.985,0.479,0.521,0.0
